hour,day_of_week,is_weekend,is_night,amount,merchant_category,online_order,foreign_transaction,high_risk_country,distance_from_home_km,distance_from_last_txn_km,customer_age,account_age_days,avg_spend_30d,num_txns_last_24h,transaction_velocity,used_chip,used_pin,repeat_retailer,declined_attempts_before,amount_vs_avg_ratio,Class
5,5,0,1,26.33,9,0,0,0,23.82,2.17,46,420,44.4,5,2.89,1,1,1,0,0.4219,0
4,2,1,0,193.34,4,0,0,0,51.48,15.16,68,113,44.49,2,4.17,1,1,0,1,1.028,0
17,0,1,0,12.61,9,0,0,0,44.06,19.74,18,3578,41.16,2,2.84,0,1,1,0,1.2046,0
11,2,0,0,32.25,1,0,0,0,15.79,4.03,35,2474,36.69,5,1.93,1,1,0,0,0.7254,0
9,1,1,0,218.7,7,1,0,0,7.56,13.15,46,854,46.35,2,3.16,1,0,1,1,0.6494,0
22,3,1,0,200.23,6,1,0,0,1.01,10.81,66,1234,36.76,2,2.37,1,0,0,0,1.3363,0
16,0,0,1,68.69,6,0,0,0,22.5,6.2,49,977,44.29,2,1.12,1,1,1,1,0.7449,0
7,6,1,1,14.84,7,0,0,0,4.45,21.82,69,4258,319.49,4,1.05,1,1,1,0,1.1965,0
3,0,0,0,24.37,9,0,0,0,24.61,1.13,44,1866,185.5,1,1.04,1,1,0,0,0.6953,0
6,6,0,0,141.63,7,0,0,0,16.99,1.36,34,2591,87.26,4,3.2,1,1,0,0,0.6431,0
12,6,1,1,54.51,4,0,0,0,41.8,9.78,52,3611,58.25,5,2.78,1,1,1,0,1.2442,0
16,1,1,0,33.15,1,1,0,0,30.27,3.36,18,4077,97.72,7,3.54,1,1,1,1,0.8099,0
10,5,1,0,21.43,9,0,0,0,42.1,7.03,45,1553,51.45,1,0.55,1,1,1,0,0.9145,0
10,0,1,1,117.47,6,0,0,0,20.78,8.67,31,1474,44.63,5,1.53,1,1,1,1,0.5176,0
1,1,1,0,11.41,4,0,0,0,2.34,12.59,70,4505,68.23,3,1.16,1,0,0,0,1.536,0
16,6,0,0,39.79,2,0,0,0,21.43,0.33,40,2839,117.52,7,1.48,1,1,0,0,1.0886,0
7,4,0,0,17.99,9,1,0,0,38.43,9.31,41,3566,26.37,1,2.21,1,1,1,0,0.6712,0
0,3,0,0,178.34,3,0,0,0,2.62,8.72,51,3894,27.2,6,1.24,1,1,1,0,1.3175,0
10,4,1,0,9.11,3,0,0,0,30.36,23.0,71,1969,40.6,7,2.7,1,1,0,1,0.9842,0
9,3,1,0,75.32,9,0,0,0,20.99,0.29,68,2095,143.92,0,1.7,1,1,1,1,1.2334,0
9,5,0,1,67.48,1,0,0,0,12.28,0.11,55,4559,14.22,5,4.04,1,1,1,0,0.4245,0
22,6,0,0,15.82,8,0,0,0,28.23,9.3,24,2608,39.0,3,2.25,1,0,0,1,0.3961,0
17,4,0,0,61.55,7,1,0,0,17.17,3.31,58,1809,46.36,6,2.88,1,1,1,1,0.958,0
19,4,1,1,2.22,7,0,0,0,20.43,7.8,35,486,88.49,1,1.33,1,1,0,0,0.9869,0
4,5,0,1,65.97,0,1,0,0,14.08,15.54,22,1926,41.7,5,1.02,0,1,0,1,1.3012,0
19,2,1,1,25.2,3,0,0,0,6.77,8.65,74,4921,94.67,1,0.66,1,0,1,1,0.3413,0
1,4,1,1,5.33,6,1,0,0,13.97,7.95,32,3813,30.8,3,3.56,1,1,0,0,0.7802,0
17,2,1,1,18.33,2,0,0,0,26.38,10.77,21,4209,41.35,2,2.23,0,0,1,0,1.1677,0
13,2,0,1,332.79,9,0,0,0,14.66,4.64,24,2464,33.5,3,3.02,1,1,1,0,1.4339,0
8,4,0,0,11.69,6,0,0,0,29.59,3.25,19,1739,46.89,4,2.22,1,0,0,1,1.37,0
14,0,1,0,21.36,6,0,1,0,25.87,20.36,35,2535,24.81,0,1.58,1,1,1,1,0.969,0
2,2,1,0,249.9,8,0,0,0,25.0,20.12,24,3797,42.35,1,1.82,0,1,0,1,1.0691,0
7,4,0,0,69.93,3,0,0,0,16.14,3.87,18,1128,56.26,6,2.46,1,0,0,1,1.3959,0
20,1,1,0,72.98,7,1,0,0,36.98,0.1,71,3775,37.98,7,2.66,1,1,0,1,1.3476,0
6,0,1,1,60.85,0,0,0,0,6.55,0.96,37,1936,39.29,6,1.89,0,1,1,1,1.2167,0
23,0,1,0,16.17,2,0,0,0,14.23,0.61,47,1230,19.81,7,2.09,1,1,0,0,1.4383,0
9,3,0,0,32.33,7,0,0,0,28.88,6.02,35,1637,21.43,4,1.08,1,1,1,1,0.439,0
6,3,0,0,32.28,9,1,0,0,37.94,12.88,59,543,64.04,7,1.59,1,0,0,1,1.0345,0
22,2,0,0,90.02,8,0,0,0,48.01,9.43,57,1524,173.73,2,1.94,1,0,1,1,1.2469,0
18,5,0,1,39.04,0,0,0,0,38.2,0.1,27,3644,31.45,5,0.67,1,1,1,1,0.7979,0
9,0,1,0,57.12,0,1,0,0,8.94,8.19,40,3134,23.64,3,2.3,0,0,1,1,1.5187,0
12,4,0,1,34.89,8,0,0,0,5.0,9.56,50,4537,136.23,1,2.01,1,1,1,0,0.8853,0
5,3,0,1,18.23,1,1,0,0,47.3,15.9,62,1768,17.13,3,2.92,1,1,0,1,0.7471,0
11,2,0,0,33.05,4,0,0,0,1.86,12.04,52,4046,37.12,6,2.61,1,0,0,0,0.75,0
6,6,0,0,12.39,3,0,0,0,28.9,23.66,66,688,81.98,7,2.95,1,0,1,1,1.101,0
19,2,0,1,12.01,1,0,0,0,21.4,3.2,71,1877,30.28,1,3.79,1,1,1,1,1.2715,0
7,2,0,0,35.11,9,0,0,0,47.08,6.16,21,988,157.04,4,1.54,1,0,0,1,0.3945,0
6,1,0,0,22.88,1,1,0,0,28.21,11.65,43,1178,41.68,3,1.8,0,0,0,1,1.2921,0
11,1,0,0,58.54,4,1,0,0,15.82,11.27,42,2982,36.93,3,1.43,1,0,0,0,0.6498,0
4,5,0,1,50.4,4,1,0,0,12.43,0.62,48,4744,167.87,2,1.95,1,1,0,1,1.4453,0
6,4,0,1,34.26,6,0,0,0,16.6,3.54,71,4099,86.23,7,0.22,0,1,0,1,0.8531,0
12,0,1,0,20.01,8,1,0,0,47.16,10.97,63,3388,103.94,1,4.62,1,0,1,1,0.5377,0
7,5,1,0,174.0,3,0,0,0,1.52,18.98,58,1107,86.83,0,1.37,1,1,1,1,0.4866,0
21,4,1,0,57.65,4,0,0,0,17.76,8.96,31,63,94.11,2,1.52,1,0,0,0,0.6345,0
9,2,0,0,2.65,2,0,0,0,34.18,14.93,37,106,52.31,5,3.76,1,0,1,0,0.3938,0
12,4,1,0,4.28,3,0,0,0,19.92,0.55,20,1697,48.28,3,3.07,1,1,0,1,0.2976,0
12,6,1,0,95.8,4,1,0,0,1.75,6.55,20,1567,89.01,2,1.7,1,1,1,1,0.6125,0
0,5,0,0,212.01,7,0,0,0,32.92,6.64,68,2050,56.33,7,1.49,1,1,1,0,0.2509,0
9,6,0,0,48.65,1,0,0,0,18.56,0.55,49,1202,389.59,7,0.62,1,1,1,0,1.7168,0
22,5,1,0,31.61,1,1,0,0,14.06,8.32,47,2434,24.17,6,2.52,1,1,0,0,1.0846,0
0,2,1,1,50.61,1,0,0,0,11.09,8.54,49,3935,29.8,2,3.07,1,0,1,0,1.6706,0
10,5,1,1,10.07,9,0,0,0,14.44,4.13,25,4944,21.88,1,0.69,1,1,1,0,0.7916,0
21,2,1,0,15.54,9,0,1,0,6.73,18.66,71,2546,47.46,7,2.49,1,1,1,0,1.2666,0
19,4,1,0,132.01,6,1,0,0,19.02,11.24,72,3168,120.85,7,2.69,1,1,0,1,1.1402,0
12,3,0,1,8.15,5,0,0,0,41.92,6.67,68,1594,76.19,3,3.83,1,0,1,1,1.3379,0
17,5,1,1,7.61,4,0,0,0,24.39,5.73,65,715,29.15,3,1.57,1,0,0,1,1.4056,0
7,0,1,0,18.68,7,0,0,0,48.64,7.49,41,4052,96.03,5,0.17,1,1,1,1,1.1319,0
5,0,0,1,51.43,5,0,0,0,18.69,1.46,65,1783,19.62,3,1.97,0,0,1,1,0.9251,0
23,4,1,0,39.25,9,0,0,0,35.82,4.2,33,3118,44.17,5,1.01,1,0,1,1,0.5089,0
9,6,0,1,156.7,0,1,0,0,1.16,7.86,56,717,81.31,1,1.59,1,1,1,1,1.3036,0
23,1,1,0,66.58,0,1,0,0,18.86,2.94,20,4548,176.03,5,1.56,1,1,1,0,0.5621,0
11,5,1,0,95.45,9,1,0,0,22.52,1.96,40,4799,77.1,2,3.43,1,1,1,0,0.8229,0
6,3,0,0,3.83,5,0,0,0,28.27,2.9,61,1796,32.92,2,1.62,1,1,1,0,0.2201,0
6,2,1,0,53.04,2,0,0,0,26.28,3.54,62,288,79.79,2,0.68,1,0,1,0,1.4154,0
17,4,0,0,7.2,2,0,0,0,30.73,13.78,50,4794,41.35,1,2.26,1,1,0,0,1.5782,0
13,6,0,0,28.08,4,0,0,0,30.25,27.14,59,3907,11.28,3,2.3,1,1,1,0,0.6595,0
16,5,1,0,11.59,1,0,0,0,16.39,9.28,72,4339,58.03,5,2.51,0,1,0,0,0.4743,0
18,1,1,0,166.92,6,1,0,0,13.7,9.7,74,4348,100.65,6,0.33,1,0,0,1,1.8067,0
11,2,0,1,89.87,9,0,0,0,34.82,1.04,72,2462,55.07,1,1.93,1,1,1,1,0.9482,0
11,3,1,1,1071.64,3,0,0,0,25.81,11.25,37,279,37.37,6,1.03,1,1,1,1,0.906,0
5,2,0,0,704.24,0,0,0,0,36.62,13.59,68,549,83.39,5,0.61,1,1,1,0,1.5959,0
0,0,0,1,13.05,4,0,0,0,1.92,11.35,68,643,43.97,1,2.64,1,1,0,1,1.312,0
7,6,1,1,234.47,0,1,0,0,21.33,5.62,50,1194,17.59,1,1.26,1,1,1,1,0.8373,0
21,5,0,0,74.63,3,1,0,0,13.27,4.36,38,324,54.81,0,3.15,1,1,0,0,0.6127,0
21,0,1,1,6.53,8,0,0,0,52.85,6.36,40,806,32.68,2,2.58,1,1,0,0,0.9056,0
7,4,1,0,7.25,8,0,0,0,23.35,18.08,64,4085,25.97,3,0.91,1,1,1,1,0.8859,0
18,1,1,0,12.98,2,1,0,0,31.02,4.76,32,1816,52.44,6,0.91,1,0,0,1,1.1075,0
9,5,1,1,76.51,5,0,0,0,4.51,3.7,61,2269,51.3,4,1.69,1,1,0,0,1.892,0
23,3,1,0,38.89,2,1,0,0,13.97,4.48,45,1430,36.14,6,0.38,1,0,1,0,0.1563,0
9,3,1,0,127.37,8,1,0,0,9.1,21.01,51,4055,21.17,7,1.49,1,0,0,1,0.3697,0
12,4,0,1,10.43,7,0,0,0,28.4,35.64,63,3098,28.81,3,3.18,0,1,0,0,0.3871,0
4,3,0,1,55.05,2,0,0,0,12.84,4.69,37,2556,302.37,1,1.66,0,1,1,0,1.4082,0
3,5,0,0,36.47,1,0,0,0,8.84,11.79,69,451,15.67,2,2.43,0,0,0,1,0.8719,0
17,5,0,1,6.59,0,0,0,0,27.57,9.37,60,1707,76.87,7,1.53,1,1,0,1,0.8999,0
23,0,0,0,42.08,5,0,0,0,17.9,15.98,39,3251,58.4,5,1.98,1,1,1,0,0.9857,0
11,0,0,0,87.86,0,0,0,0,14.19,1.82,22,1792,92.6,5,1.92,1,1,0,0,1.2528,0
9,6,1,0,60.64,2,0,0,0,63.23,13.92,50,4705,10.73,0,2.54,1,1,0,1,0.5257,0
20,1,0,0,140.81,4,1,0,0,12.92,11.45,18,3375,36.6,0,2.21,1,1,0,1,1.3837,0
13,1,0,1,48.17,4,0,0,0,8.34,4.14,74,4575,38.58,3,1.23,0,1,0,0,1.6697,0
3,4,0,1,1.01,5,0,0,0,7.86,10.76,43,4074,48.81,4,3.8,1,1,0,0,1.5287,0
1,3,0,0,23.08,9,0,0,0,16.43,4.97,66,4779,89.33,2,3.04,1,1,1,0,0.8737,0
17,6,0,0,10.7,0,0,0,0,18.3,21.17,67,1778,59.31,6,1.74,0,1,0,0,0.9887,0
1,5,1,1,1003.89,1,0,0,0,26.38,13.99,36,4485,48.89,6,3.32,1,1,0,1,1.5207,0
3,6,1,0,14.52,4,0,0,0,17.7,1.69,32,2437,52.74,5,3.2,0,0,1,1,0.637,0
2,6,1,0,142.41,0,0,1,0,24.93,3.58,21,3410,13.52,4,2.18,1,1,1,0,1.3459,0
11,0,1,1,15.17,6,0,0,0,11.17,19.27,19,1360,59.04,7,2.92,0,0,1,0,0.9478,0
14,0,1,0,1192.7,1,0,0,0,40.63,11.73,44,3736,81.06,4,2.96,1,0,1,0,1.3545,0
3,4,1,0,1.0,5,1,0,0,6.65,2.89,54,911,26.58,3,1.3,1,1,1,0,0.8096,0
5,1,1,1,7.97,1,0,0,0,14.96,1.38,65,3821,19.23,2,1.75,1,1,0,1,0.6004,0
16,1,0,0,88.24,2,0,0,0,21.03,12.81,52,4417,117.96,4,1.5,1,1,1,0,0.157,0
11,1,0,0,36.64,3,0,0,0,28.76,1.92,62,2723,40.3,4,0.79,1,1,0,1,0.2497,0
9,0,1,0,43.19,4,1,0,0,9.78,15.09,33,3791,75.98,2,3.04,1,1,1,1,1.6639,0
13,6,0,0,44.41,3,0,0,0,14.7,0.96,33,2096,88.31,4,1.32,1,0,1,0,0.9975,0
1,2,1,0,67.79,3,0,0,0,22.8,0.7,34,4544,105.13,1,1.54,1,1,1,1,0.6573,0
9,2,1,1,506.16,4,0,0,0,25.56,4.53,40,4605,66.62,7,2.65,1,0,1,0,0.2258,0
11,3,0,0,51.24,9,0,0,0,27.0,17.24,74,2369,14.87,4,1.68,1,0,1,1,0.5699,0
6,3,1,1,17.98,2,0,0,0,33.89,19.38,33,2899,45.74,1,1.26,1,0,1,1,0.9975,0
14,0,1,0,52.62,2,1,0,0,45.0,18.16,29,4861,158.48,7,1.9,1,0,1,1,0.4143,0
15,3,0,1,30.92,4,1,0,0,33.19,5.38,29,3590,125.17,6,2.49,1,0,1,1,1.1236,0
10,1,1,0,7.47,0,0,0,0,13.54,1.62,70,2720,73.39,5,1.69,0,1,1,1,1.5891,0
12,5,0,1,40.18,2,0,0,0,46.43,27.98,37,1282,28.88,2,2.06,0,0,1,0,1.0027,0
22,0,1,0,50.3,8,0,0,0,26.64,13.43,71,3720,115.84,3,2.12,1,1,0,1,0.5509,0
7,5,1,0,47.95,2,0,0,0,12.65,2.1,45,2744,28.2,4,0.64,1,1,0,0,1.0381,0
14,1,1,1,18.24,5,0,0,0,52.61,11.25,49,4250,123.16,4,2.84,1,1,0,0,0.8265,0
14,0,0,0,9.1,2,0,0,0,1.19,19.79,40,641,65.02,4,0.05,1,0,0,0,0.9255,0
23,6,0,1,57.39,6,0,0,0,21.43,4.51,32,3635,129.56,2,3.8,1,1,1,1,1.2117,0
22,2,1,0,47.99,1,0,0,0,0.95,11.35,50,2467,42.08,0,1.76,1,1,1,0,0.8982,0
18,4,0,0,123.59,7,0,0,0,13.34,1.89,38,2275,55.0,7,2.31,1,0,1,0,1.0173,0
19,3,0,1,3.19,3,0,0,0,5.13,1.97,50,4779,192.15,1,2.5,1,1,0,1,1.3064,0
15,5,0,0,10.06,1,0,0,0,36.36,7.72,38,4604,70.66,3,1.78,1,0,0,1,0.7101,0
0,6,0,0,92.52,4,0,0,0,37.32,7.13,57,3369,168.24,3,1.7,0,0,0,0,1.6026,0
7,4,0,0,178.39,1,0,0,0,12.96,13.33,69,1668,361.72,1,2.19,1,1,0,0,1.2163,0
15,1,1,1,213.07,0,0,0,0,28.28,3.23,70,224,130.33,1,1.9,1,1,1,1,1.3508,0
6,3,1,0,21.11,5,0,0,0,12.86,3.29,49,4877,123.27,3,4.04,1,0,1,1,0.4338,0
2,5,0,0,52.69,2,1,1,0,31.16,7.21,33,1605,14.38,6,1.57,1,0,0,1,0.9503,0
22,5,0,0,34.28,3,0,0,0,9.18,1.97,37,4560,17.33,4,1.93,0,1,0,0,0.6791,0
12,5,1,0,13.51,1,0,0,0,14.99,3.14,40,2924,126.17,0,2.74,0,1,1,0,1.3357,0
22,1,1,0,33.18,8,0,0,0,0.86,2.1,29,483,77.07,5,2.27,1,1,1,1,1.0677,0
17,3,0,0,4.49,4,0,0,0,2.68,15.05,48,1780,10.0,2,2.15,1,0,1,0,0.0419,0
1,1,0,0,40.15,0,0,0,1,4.93,1.21,56,1478,34.78,7,2.46,1,1,1,0,1.0992,0
5,2,1,0,137.68,0,0,0,0,1.21,3.75,66,644,74.54,7,2.44,0,1,0,1,0.1199,0
18,0,1,0,40.68,2,1,0,0,6.06,2.53,66,838,40.4,6,2.42,1,1,1,0,1.1686,0
4,5,0,0,2.53,2,1,0,0,40.29,1.46,25,3157,51.52,7,1.94,1,1,0,0,1.5254,0
9,0,1,0,27.21,7,0,0,0,64.14,6.9,18,602,32.83,4,1.06,1,1,1,0,1.0529,0
19,2,0,0,86.19,4,0,0,0,15.1,7.52,32,755,45.71,7,0.92,0,1,0,0,1.3555,0
22,3,1,0,85.24,6,0,0,0,19.48,19.4,46,3129,43.82,1,2.17,1,0,0,1,1.3359,0
6,6,0,0,14.6,8,0,0,0,10.68,14.11,26,1370,68.15,6,3.68,1,1,0,1,0.9358,0
16,1,1,0,54.75,4,0,0,0,50.49,5.56,30,4137,10.0,6,3.27,0,0,1,1,1.6547,0
13,3,0,1,71.4,5,0,0,0,32.01,12.91,37,4392,138.02,2,0.9,1,1,0,0,1.1936,0
21,3,1,0,10.6,9,0,0,0,44.29,17.55,28,1406,10.85,0,2.01,1,0,1,1,1.366,0
0,3,0,0,257.4,5,0,0,0,12.85,1.64,48,4645,54.2,1,1.23,1,0,0,1,0.7638,0
6,5,0,0,30.2,7,0,0,0,39.42,11.55,50,2604,349.41,2,3.37,1,1,0,1,1.2066,0
19,3,1,0,8.56,1,0,0,0,37.92,12.75,70,2834,325.58,4,1.86,0,1,1,0,0.8483,0
8,6,0,0,96.01,5,0,0,0,23.17,16.17,32,1742,41.79,0,2.01,1,0,1,1,0.3294,0
16,1,1,0,164.62,8,0,0,0,15.3,5.35,71,3222,61.59,0,1.68,1,0,1,0,1.3787,0
8,5,1,1,145.79,0,1,0,0,146.32,320.56,20,370,149.01,13,9.26,1,0,0,1,1.8229,1
15,1,1,0,29.72,9,0,0,0,28.8,14.45,63,3688,77.16,4,2.01,1,0,1,0,0.7489,0
22,5,0,0,4.2,9,0,0,0,41.05,2.79,67,4453,64.62,3,0.91,1,1,1,1,1.3646,0
19,3,0,1,5.75,3,0,0,0,29.86,16.39,40,2354,19.83,3,2.46,1,1,0,0,0.0466,0
23,5,1,0,33.56,8,1,0,0,1.1,5.7,48,2201,42.15,6,1.51,1,0,0,0,1.0806,0
11,6,0,0,110.73,7,1,0,0,2.78,17.33,24,2841,74.89,4,2.07,1,0,1,0,1.0231,0
17,1,0,0,50.0,8,1,1,0,160.55,79.17,18,440,40.46,9,8.62,0,0,1,3,7.7036,1
20,5,0,0,11.85,7,0,0,0,13.52,6.87,38,3555,67.44,1,2.33,0,0,1,1,1.8225,0
5,2,1,0,7.52,5,0,0,0,23.27,9.86,51,4804,166.54,4,1.59,1,1,1,0,0.8183,0
15,0,0,0,98.0,5,0,0,0,41.52,13.69,73,4910,131.47,5,3.05,0,1,1,1,0.7026,0
4,2,1,0,100.99,2,0,0,0,11.73,16.33,49,4333,50.17,0,0.93,1,1,1,0,0.6314,0
7,6,0,1,2.22,0,1,0,0,24.58,1.17,72,2476,92.66,3,2.09,0,1,0,0,1.0286,0
21,0,0,0,38.61,9,1,0,0,27.65,16.49,22,4366,80.64,6,1.23,1,0,0,0,0.8612,0
17,2,1,1,39.83,0,0,0,0,1.99,4.95,39,3012,63.34,6,2.67,1,1,1,0,1.202,0
4,6,0,0,85.22,8,0,0,0,24.06,4.85,59,4929,36.66,3,1.8,1,1,1,1,0.2288,0
17,0,1,1,330.29,8,0,0,0,56.28,2.98,69,1474,138.52,2,2.4,1,1,0,1,1.0361,0
5,6,0,1,53.58,8,0,0,0,10.56,15.79,56,4118,52.89,3,1.8,1,0,1,1,1.251,0
6,6,1,0,14.81,8,0,0,0,0.21,10.2,18,3408,61.17,2,2.24,1,1,1,0,1.363,0
19,4,1,0,50.27,1,0,1,0,6.46,9.0,49,3147,84.22,2,1.45,0,1,1,1,1.1998,0
0,3,0,0,108.62,8,0,0,0,13.08,14.4,74,1391,199.59,4,2.22,1,1,1,0,1.0477,0
15,6,0,1,11.15,2,0,0,0,10.24,18.85,28,130,29.81,2,1.92,1,1,1,1,1.4587,0
19,4,1,0,42.1,9,1,0,0,11.48,1.19,56,3336,130.75,0,1.08,1,1,0,1,0.7908,0
11,4,1,1,5.42,2,0,0,0,10.85,13.14,41,660,122.9,2,2.3,1,0,0,0,0.6591,0
6,1,1,0,101.73,2,0,0,0,45.99,8.67,48,4926,43.2,5,0.27,0,1,0,0,1.3103,0
22,4,1,0,56.76,7,1,0,0,23.82,5.07,66,2729,61.48,5,1.86,1,1,0,1,1.2205,0
5,3,0,1,23.45,3,1,0,0,12.32,6.56,56,3013,57.98,2,2.05,1,1,0,1,1.382,0
3,1,1,1,10.82,1,1,0,0,10.08,1.54,63,1189,22.96,3,2.64,0,1,0,0,1.7816,0
3,6,0,0,22.67,3,0,0,0,14.34,19.68,55,2284,58.95,5,1.98,1,1,1,0,1.3604,0
12,5,1,0,95.18,1,0,0,0,14.67,1.82,68,3151,121.52,2,1.74,1,1,1,1,0.9969,0
7,3,1,0,5.5,9,0,0,0,26.33,3.7,35,1084,26.37,4,2.06,1,1,0,0,1.221,0
3,5,1,0,313.06,1,0,0,0,16.55,0.71,37,3385,71.58,2,0.52,1,0,0,1,1.7591,0
11,2,1,1,10.18,5,0,0,0,33.24,1.55,24,411,10.0,6,1.92,0,0,1,1,0.9474,0
2,6,0,0,54.6,6,0,0,0,14.39,11.48,49,4934,27.06,5,3.59,1,1,1,0,1.1682,0
22,4,0,0,67.36,6,0,0,0,46.53,18.79,29,3102,21.35,0,2.36,1,1,0,1,1.3157,0
4,2,0,0,5.69,9,0,0,0,2.32,10.41,51,4165,41.19,6,2.0,1,1,0,0,0.9939,0
12,0,1,1,8.72,4,0,0,0,20.0,1.76,59,4341,30.86,6,2.76,1,0,1,1,0.9034,0
23,5,1,0,6.17,6,0,0,0,27.23,18.99,58,700,298.05,5,1.8,1,1,0,1,0.9329,0
21,5,1,0,152.94,9,1,0,0,23.93,2.49,64,721,28.57,4,0.08,1,0,1,0,0.2179,0
11,2,0,0,25.6,2,1,0,0,1.68,12.6,64,4505,60.52,2,3.02,1,1,1,0,0.8377,0
0,2,1,0,39.4,7,0,0,0,12.64,12.38,34,1574,56.89,6,1.69,1,1,0,1,0.8937,0
7,6,0,0,9.57,2,0,0,0,32.56,11.17,36,976,108.62,0,1.2,1,0,1,0,0.3502,0
13,5,0,0,45.65,0,0,0,0,10.5,5.53,22,3862,71.44,5,2.91,1,1,1,0,1.5867,0
5,2,1,0,59.61,5,0,0,0,8.99,2.05,52,2448,48.21,6,1.71,1,1,1,1,0.3607,0
16,4,1,1,23.73,6,0,0,1,78.98,9.97,63,3384,14.17,1,0.76,1,1,1,0,0.8114,0
4,1,1,0,63.07,5,0,0,0,17.84,11.74,30,4355,42.07,1,0.37,1,0,1,1,0.3269,0
2,2,0,0,43.63,7,0,0,0,28.23,9.93,35,3950,83.7,1,2.66,1,1,1,0,1.1547,0
16,5,1,0,7.08,5,0,0,0,20.39,12.89,55,4018,28.82,2,0.47,0,0,0,0,0.9131,0
17,4,1,0,23.36,7,0,0,0,26.24,5.63,39,3814,72.35,7,1.36,1,1,1,1,1.6926,0
18,1,1,0,33.99,7,0,0,0,16.07,3.24,49,1150,63.47,6,1.72,1,0,1,1,0.6001,0
1,0,1,0,127.68,8,0,0,0,16.36,17.09,57,3706,27.97,0,0.76,0,1,1,0,0.8358,0
3,3,0,0,29.36,0,0,0,0,11.05,3.6,22,147,44.06,5,1.45,1,1,1,1,0.4475,0
7,4,1,0,209.85,6,1,0,0,3.5,2.72,44,1186,31.31,1,1.6,1,1,1,0,0.3518,0
7,6,0,0,19.73,1,0,0,0,5.96,18.67,56,4933,18.94,3,1.26,1,1,0,1,0.3048,0
11,2,1,0,9.93,2,0,0,0,5.41,15.41,71,2485,192.9,2,1.61,0,1,1,1,1.5191,0
0,6,1,0,57.48,1,0,0,0,25.44,2.86,27,3043,375.55,2,2.35,1,0,0,1,1.059,0
11,0,0,0,55.11,3,1,0,0,23.12,7.51,56,1180,22.36,2,2.02,1,1,1,1,0.9368,0
21,0,1,0,15.38,1,1,0,0,7.63,10.48,52,4724,88.75,1,2.88,1,0,1,0,0.8982,0
7,1,1,0,23.05,9,1,0,0,25.28,7.44,18,467,34.98,6,0.3,1,1,1,0,2.2116,0
2,3,0,0,59.04,0,1,0,0,14.84,15.87,35,2462,82.29,2,1.8,0,1,0,1,0.7703,0
3,4,1,0,9.24,8,0,0,0,1.22,7.95,33,1244,40.38,2,0.39,1,1,1,1,1.1803,0
1,4,0,0,137.16,1,1,0,0,9.32,11.94,18,4890,21.99,5,4.31,1,1,0,0,0.9564,0
16,5,1,1,29.47,5,0,1,0,11.1,13.36,68,3797,26.36,5,2.23,1,0,1,0,0.455,0
13,5,1,0,15.22,2,0,0,0,22.48,7.81,49,2152,48.73,3,2.56,1,0,1,0,1.0012,0
0,2,1,0,30.5,7,0,0,0,15.44,13.4,71,4609,37.66,7,2.3,1,0,0,0,1.0904,0
11,6,1,0,105.51,3,1,1,0,87.49,188.29,30,330,36.85,5,9.45,0,0,1,4,6.9309,1
16,1,1,0,309.53,3,1,0,0,8.09,1.59,31,3220,25.17,1,1.6,1,1,0,0,0.6031,0
3,3,0,1,42.38,6,0,0,0,6.23,17.19,27,1015,38.82,5,1.06,1,1,1,0,0.3601,0
2,1,1,0,201.25,0,0,0,0,13.28,21.15,19,4415,170.2,3,2.92,0,1,0,1,1.0311,0
12,3,0,0,12.03,5,1,0,0,14.89,17.02,38,3556,144.22,6,0.12,1,1,1,1,0.5545,0
21,2,0,0,69.66,4,0,0,0,23.03,1.77,55,1190,227.17,4,1.8,1,0,1,0,1.4918,0
18,0,1,0,123.73,6,1,0,0,13.32,1.26,53,3383,124.84,5,3.01,1,1,1,1,1.3065,0
9,1,1,0,5.53,0,0,0,0,7.78,9.07,19,3595,19.69,7,3.67,1,1,0,0,0.5186,0
23,1,1,0,61.45,8,0,0,0,42.15,12.67,66,299,187.98,0,1.27,1,0,1,1,0.9874,0
17,4,1,0,39.8,8,0,0,0,29.61,0.91,37,4284,151.04,0,1.27,1,1,0,0,0.572,0
21,6,1,0,1.51,2,0,1,0,7.86,1.4,39,3530,106.61,2,2.62,1,1,1,1,0.6075,0
10,0,1,0,18.71,4,0,0,0,18.11,13.55,60,3264,42.08,3,0.17,1,1,0,0,1.0594,0
8,3,1,0,3.59,3,0,0,0,24.12,6.63,55,1011,49.42,0,3.78,1,1,0,0,1.0086,0
13,6,0,0,50.0,3,0,0,0,214.96,251.02,63,453,43.53,13,7.7,0,0,0,0,6.5335,1
2,5,0,1,50.27,7,0,0,0,30.45,9.22,51,794,83.85,7,1.6,1,1,1,1,0.9451,0
23,3,0,0,22.76,9,0,0,0,42.56,3.55,36,2307,15.14,1,2.29,1,1,1,0,1.5921,0
15,6,1,0,3.15,0,0,0,0,18.26,2.49,70,2677,240.84,3,3.6,1,1,0,1,0.9248,0
14,3,1,0,9.8,7,0,0,1,16.79,20.7,20,2871,67.12,1,1.28,1,1,0,1,0.3869,0
6,1,0,1,18.16,5,0,0,0,31.89,8.18,22,2422,64.69,7,2.25,1,1,1,0,0.5882,0
3,1,1,1,51.49,6,1,0,0,8.44,28.58,38,627,218.8,3,0.4,1,1,1,0,0.2924,0
